Ciudad Guárico,Guárico,Global (web,Versión Digital,Estatal,Diaria,"Cultura, gestión de gobierno, salud,"
,,,"(Periódico, tv o radio,",,,"deportes, política, educación"
,,,que,,,
Fama 98.11 FM,Lara,Regional (varios,Radio,Privado,Diaria,Todas las fuentes informativas
,,estados en,,,,
,,simultáneo,,,,
Cantaguárico,Guárico,Regional (varios,Radio,Estatal,Diaria,"Cultural, comunidad, política,"
,,estados en,,,,"gestión de gobierno, folklore,"
,,simultáneo,,,,educación
,,,,,,Page
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
Hespérides 88.7,Lara,Municipal,Radio,Privado,Diaria,Todas las fuentes informativas
Ven 107.9,Lara,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
"Sistema YVKE Mundial
Radiodifusora Los Andes C.A, YVKE
Mundial Los Andes",Mérida,"Nacional/Global
(web",Tradicional/Digital,Estatal,Diaria,Todas las fuentes informativas
Radio Kokuy,Lara,Local,Radio,Privado,Otra,Todas las fuentes informativas
Amiga 93.9 FM,Barinas,Municipal,Radio,Privado,Diaria,Información general
Circuito X,Lara,Global (web,"TV Digital (La que se
transmite vía internet",Privado,Diaria,Todas las fuentes informativas
Contacto 99.3 FM,Lara,Municipal,Radio,Privado,Otra,Todas las fuentes informativas
Radio Venceremos,Lara,Municipal,Radio,Privado,Diaria,Oficialista
Mi voz estereo,Aragua,Local,Radio,Privado,Ocasional,"Hechos culturales, religión,
institucional de la alcaldía de Lamas"
Destello 104.7 FM,Lara,Local,Radio,Privado,Ocasional,Religión
Onda La Supeestacion,Lara,Nacional,Radio,Privado,Diaria,Todas las fuentes informativas
Durísima 104.9,Lara,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
Dinámica FM,Lara,"Nacional/Global
(web",Tradicional/Digital,Privado,Otra,Música
Radioactiva 102.3 FM,Lara,Nacional,Radio,Privado,Ocasional,Todas las fuentes informativas
Preventiva,Aragua,Municipal,Radio,Estatal,Diaria,"Gestión de la Alcaldia del municipio
Mario Briceño Iragorry, gobierno de"
Guarumen,Guárico,Local,TV Cable,Privado,Diaria,"Infantil, música, comunitario,
cultural, deportivo"
AMOR 105.3 FM,Lara,"Estadal/Global
(web",Tradicional/Digital,Privado,Otra,Música
Hespérides 88.7,Lara,Municipal,Radio,Privado,Diaria,Todas las fuentes informativas
Ven 107.9,Lara,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
"Sistema YVKE Mundial
Radiodifusora Los Andes C.A, YVKE
Mundial Los Andes",Mérida,"Nacional/Global
(web",Tradicional/Digital,Estatal,Diaria,Todas las fuentes informativas
Radio Kokuy,Lara,Local,Radio,Privado,Otra,Todas las fuentes informativas
Amiga 93.9 FM,Barinas,Municipal,Radio,Privado,Diaria,Información general
Circuito X,Lara,Global (web,"TV Digital (La que se
transmite vía internet",Privado,Diaria,Todas las fuentes informativas
Contacto 99.3 FM,Lara,Municipal,Radio,Privado,Otra,Todas las fuentes informativas
Radio Venceremos,Lara,Municipal,Radio,Privado,Diaria,Oficialista
Mi voz estereo,Aragua,Local,Radio,Privado,Ocasional,"Hechos culturales, religión,
institucional de la alcaldía de Lamas"
Destello 104.7 FM,Lara,Local,Radio,Privado,Ocasional,Religión
Onda La Supeestacion,Lara,Nacional,Radio,Privado,Diaria,Todas las fuentes informativas
Durísima 104.9,Lara,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
Dinámica FM,Lara,"Nacional/Global
(web",Tradicional/Digital,Privado,Otra,Música
Radioactiva 102.3 FM,Lara,Nacional,Radio,Privado,Ocasional,Todas las fuentes informativas
Preventiva,Aragua,Municipal,Radio,Estatal,Diaria,"Gestión de la Alcaldia del municipio
Mario Briceño Iragorry, gobierno de"
Guarumen,Guárico,Local,TV Cable,Privado,Diaria,"Infantil, música, comunitario,
cultural, deportivo"
AMOR 105.3 FM,Lara,"Estadal/Global
(web",Tradicional/Digital,Privado,Otra,Música
Circuito Éxitos,Distrito,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,"Actualidad, política, nacionales,
internacionales, economía, opinión"
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
Fiesta 92.1,Lara,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
Radio Misión comunitaria 94.5 FM,Lara,Local,Radio,Privado,Diaria,Oficialista
Líder,Lara,Nacional,Radio,Privado,Diaria,Todas las fuentes informativas
Catia TV,Distrito,Municipal,TV (señal analógica,Estatal,Otra,"Política, comunidades, economía,
deportes"
Imagen,Lara,Municipal,Radio,Privado,Diaria,Información general
La Prensa,Lara,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,Todas las fuentes informativas
Rebelarte,Lara,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,De índole variada
Candela Pura 91.9 FM,Distrito,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Entretenimiento
Urbana 104.9 FM,Monagas,Local,Radio,Privado,Diaria,Entretenimiento
Latina Tv,Lara,"Regional (varios
estados en
simultáneo",TV Cable,Privado,Diaria,Todas las fuentes informativas
Radio Premio 103.9 FM,Barinas,Estadal,Radio,Privado,Diaria,"Información general, deportes y
comunitaria"
Correo del Caroní,Bolívar,"Municipal/Global
(web",Tradicional/Digital,Privado,Diaria,"Política, laboral, ciudad, deportes,
salud, educación, nacional"
Buenísima,Lara,Local,Radio,Privado,Ocasional,Todas las fuentes informativas
Telecentro,Lara,"Regional (varios
estados en
simultáneo",TV (Señal analógica,Privado,Ocasional,Todas las fuentes informativas
Top Stereo 90.3 FM,Monagas,Local,Radio,Privado,Diaria,Entretenimiento
Fiesta 92.1,Lara,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
Radio Misión comunitaria 94.5 FM,Lara,Local,Radio,Privado,Diaria,Oficialista
Líder,Lara,Nacional,Radio,Privado,Diaria,Todas las fuentes informativas
Catia TV,Distrito,Municipal,TV (señal analógica,Estatal,Otra,"Política, comunidades, economía,
deportes"
Imagen,Lara,Municipal,Radio,Privado,Diaria,Información general
La Prensa,Lara,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,Todas las fuentes informativas
Rebelarte,Lara,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,De índole variada
Candela Pura 91.9 FM,Distrito,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Entretenimiento
Urbana 104.9 FM,Monagas,Local,Radio,Privado,Diaria,Entretenimiento
Latina Tv,Lara,"Regional (varios
estados en
simultáneo",TV Cable,Privado,Diaria,Todas las fuentes informativas
Radio Premio 103.9 FM,Barinas,Estadal,Radio,Privado,Diaria,"Información general, deportes y
comunitaria"
Correo del Caroní,Bolívar,"Municipal/Global
(web",Tradicional/Digital,Privado,Diaria,"Política, laboral, ciudad, deportes,
salud, educación, nacional"
Buenísima,Lara,Local,Radio,Privado,Ocasional,Todas las fuentes informativas
Telecentro,Lara,"Regional (varios
estados en
simultáneo",TV (Señal analógica,Privado,Ocasional,Todas las fuentes informativas
Top Stereo 90.3 FM,Monagas,Local,Radio,Privado,Diaria,Entretenimiento
Gente 94.5 comunitaria Carora,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
Medio,Estado,Alcance,,Tipo,Naturaleza,Periodicidad
Rumbera Network,Lara,Nacional,Radio,,Privado,Ocasional
Activa FM,Guárico,Local,Radio,,Privado,Diaria
,,,,,,
"Radio Sol 89.1 FM, Grupo Radios",Monagas,Estadal,Radio,,Privado,Diaria
Oriente,,,,,,
webdealta.info,Guárico,Nacional/Global,Tradicional/Digital,,Privado,Diaria
,,(web,,,,
,,,,,,
Kristal,Aragua,Municipal,Radio,,Privado,Diaria
,,,,,,
Radio Energia,Aragua,Local,Radio,,Privado,Ocasional
,,,,,,
Artesana,Aragua,Municipal,Radio,,Privado,Diaria
,,,,,,
Impacto 91.7 F.M,Cojedes,Local,Radio,,Privado,Diaria
,,,,,,
Servicio de Información Pública,Distrito,Global (web,Curadores de,,Privado,Diaria
,,,contenido,,,
,,,,,,
Furia 89.9 FM,Barinas,Municipal,Radio,,Privado,Diaria
,,,,,,
Éxitos 99.7,Nueva,Estadal,Radio,,Privado,Diaria
,Esparta,,,,,
Sabor FM,Aragua,Municipal,Radio,,Privado,Ocasional
,,,,,,
Interactiva 95.7 FM,Mérida,Municipal,Radio,,Privado,Ocasional
Serranía,Delta,Local,Radio,,Privado,Diaria
,Amacuro,,,,,
Diario Frontera,Mérida,Nacional/Global,Tradicional/Digital,,Privado,Ocasional
,,(web,,,,
Espacio,Aragua,Municipal,Radio,,Privado,Diaria
Rumbera Network,Lara,Nacional,Radio,Privado,Ocasional,Variada
Activa FM,Guárico,Local,Radio,Privado,Diaria,"Entretenimiento, deportes, política,"
,,,,,,"economía, cultura, comunidad, salud"
"Radio Sol 89.1 FM, Grupo Radios",Monagas,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
Oriente,,,,,,
webdealta.info,Guárico,Nacional/Global,Tradicional/Digital,Privado,Diaria,"Comunidad, salud, servicios"
,,(web,,,,"públicos, cultura, política, deportes,"
,,,,,,arte y
Kristal,Aragua,Municipal,Radio,Privado,Diaria,"Información cultural, deportes,"
,,,,,,"farándula, y acontecer nacional"
Radio Energia,Aragua,Local,Radio,Privado,Ocasional,Se aboca mas a la fuente de
,,,,,,farándula
Artesana,Aragua,Municipal,Radio,Privado,Diaria,Información de la gestión del
,,,,,,"gobierno nacional, regional y local"
Impacto 91.7 F.M,Cojedes,Local,Radio,Privado,Diaria,"temas local, regionales, nacional e"
,,,,,,internacional
Servicio de Información Pública,Distrito,Global (web,Curadores de,Privado,Diaria,"Actualidad, política, regiones,"
,,,contenido,,,"internacionales, economía, salud,"
,,,,,,ciudad
Furia 89.9 FM,Barinas,Municipal,Radio,Privado,Diaria,"Información general, deportes,"
,,,,,,comunidades
Éxitos 99.7,Nueva,Estadal,Radio,Privado,Diaria,Entretenimiento
,Esparta,,,,,
Sabor FM,Aragua,Municipal,Radio,Privado,Ocasional,Hechos q se registra en el municipio
,,,,,,Sucre y en el estado Aragua
Interactiva 95.7 FM,Mérida,Municipal,Radio,Privado,Ocasional,Entretenimiento
Serranía,Delta,Local,Radio,Privado,Diaria,"Variedad, entretenimiento"
,Amacuro,,,,,
Diario Frontera,Mérida,Nacional/Global,Tradicional/Digital,Privado,Ocasional,Todas las fuentes informativas
,,(web,,,,
Espacio,Aragua,Municipal,Radio,Privado,Diaria,Por medio de un noticiero narra
,,,,,,Page
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
,,,,,,"noticias el acontecer nacional,
regional y"
Diario Pico Bolívar,Mérida,"Nacional/Global
(web",Tradicional/Digital,Privado,Diaria,Todas las fuentes informativas
Girardot,Aragua,Municipal,Radio,Estatal,Diaria,"Actividades a favor del gobierno
nacional, regional y local"
Impacto,Guárico,Local,Radio,Privado,Diaria,"Educación, política, gestión de
gobierno, salud, deportes, folclore"
Radio Prisma 96.3 FM,Yaracuy,Estadal,Radio,Privado,Diaria,"Opinión, Política, Entretenimiento"
Dimension,Guárico,Local,Radio,Privado,Diaria,"Entretenimiento, folklore"
Radio Aldeas 100.5 FM,Mérida,Municipal,Radio,Estatal,Diaria,Todas las fuentes informativas
La Voz de Turmero,Aragua,Local,Radio,Privado,Diaria,"Denuncia de comunidades, y
acontecer nacional y local"
Diario de los Andes,Trujillo,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,"Economía, política, sucesos, salud,
cultura, comunidad, religión y
deporte"
Rumba 100.1 FM,Lara,"Regional (varios
estados en
simultáneo",Radio,Privado,Ocasional,Todas las fuentes informativas
Ibiza Radio,Mérida,Municipal,Radio,Privado,Diaria,"Comunidad, Cultura/Espectáculo,
Deportes, Sucesos"
Radio Maná,Lara,Local,Radio,Privado,Ocasional,Religión
Radio Poder 106.5 F.M,Cojedes,Municipal,Radio,Privado,Diaria,Fuente gubernamental
Primera,Aragua,Local,Radio,Privado,Diaria,Acontecer nacional
Mérida Noticia,Mérida,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,Todas las fuentes informativas
,,,,,,"noticias el acontecer nacional,
regional y"
Diario Pico Bolívar,Mérida,"Nacional/Global
(web",Tradicional/Digital,Privado,Diaria,Todas las fuentes informativas
Girardot,Aragua,Municipal,Radio,Estatal,Diaria,"Actividades a favor del gobierno
nacional, regional y local"
Impacto,Guárico,Local,Radio,Privado,Diaria,"Educación, política, gestión de
gobierno, salud, deportes, folclore"
Radio Prisma 96.3 FM,Yaracuy,Estadal,Radio,Privado,Diaria,"Opinión, Política, Entretenimiento"
Dimension,Guárico,Local,Radio,Privado,Diaria,"Entretenimiento, folklore"
Radio Aldeas 100.5 FM,Mérida,Municipal,Radio,Estatal,Diaria,Todas las fuentes informativas
La Voz de Turmero,Aragua,Local,Radio,Privado,Diaria,"Denuncia de comunidades, y
acontecer nacional y local"
Diario de los Andes,Trujillo,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,"Economía, política, sucesos, salud,
cultura, comunidad, religión y
deporte"
Rumba 100.1 FM,Lara,"Regional (varios
estados en
simultáneo",Radio,Privado,Ocasional,Todas las fuentes informativas
Ibiza Radio,Mérida,Municipal,Radio,Privado,Diaria,"Comunidad, Cultura/Espectáculo,
Deportes, Sucesos"
Radio Maná,Lara,Local,Radio,Privado,Ocasional,Religión
Radio Poder 106.5 F.M,Cojedes,Municipal,Radio,Privado,Diaria,Fuente gubernamental
Primera,Aragua,Local,Radio,Privado,Diaria,Acontecer nacional
Mérida Noticia,Mérida,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,Todas las fuentes informativas
Aplauso,Aragua,Municipal,Radio,Privado,Semanal,"Denuncias de fallas de servicios
públicos y acontecer nacional"
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
Conexión Los Salias,Miranda,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Estatal,Mensual,"Vecinos, políticos, artistas"
Unerg,Guárico,Local,Radio,Estatal,Diaria,"Educación, cultura, política"
Éxitos 99.9 FM,Distrito,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,"Tendencia, actualidad,
entretenimiento, música"
Oasis,Aragua,Local,Radio,Privado,Diaria,"Acontecer nacional, regional y
denuncias comunitarias local"
Visionaria 104.7 F.M,Cojedes,Local,Radio,Estatal,Diaria,Fuente gubernamental
Somos FM,Lara,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Todas las fuentes informativas
"Fundación Comunitaria Tormenta de
apoyo (Tormenta",Aragua,Municipal,Radio,Privado,Ocasional,"Es una radio que aborda mas temas
evangelicos"
El Universal,Distrito,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,"Economía, Caracas, deportes,
nacionales, opinión, entretenimiento,
sucesos"
Musicalísima,Aragua,Municipal,Radio,Privado,Ocasional,"Noticias regionales en ámbito
político, denuncias de comunidad  y
gestión"
Vanguardia 90.3 FM,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
"La Voz de Guaicaipuro (Radio
Comunitaria",Miranda,Local,Radio,Privado,Diaria,"Radio Nacional de Venezuela,
Comunidades, Trabajadores"
RNV canal informativo El Tocuyo,Lara,Nacional,Radio,Estatal,Diaria,Oficialista
El Teatro,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,Cultura
Giga 91.3 FM Radioemisora C.A,Mérida,Municipal,Radio,Privado,Diaria,Todas las fuentes informativas
Conexión Los Salias,Miranda,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Estatal,Mensual,"Vecinos, políticos, artistas"
Unerg,Guárico,Local,Radio,Estatal,Diaria,"Educación, cultura, política"
Éxitos 99.9 FM,Distrito,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,"Tendencia, actualidad,
entretenimiento, música"
Oasis,Aragua,Local,Radio,Privado,Diaria,"Acontecer nacional, regional y
denuncias comunitarias local"
Visionaria 104.7 F.M,Cojedes,Local,Radio,Estatal,Diaria,Fuente gubernamental
Somos FM,Lara,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Todas las fuentes informativas
"Fundación Comunitaria Tormenta de
apoyo (Tormenta",Aragua,Municipal,Radio,Privado,Ocasional,"Es una radio que aborda mas temas
evangelicos"
El Universal,Distrito,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,"Economía, Caracas, deportes,
nacionales, opinión, entretenimiento,
sucesos"
Musicalísima,Aragua,Municipal,Radio,Privado,Ocasional,"Noticias regionales en ámbito
político, denuncias de comunidad  y
gestión"
Vanguardia 90.3 FM,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
"La Voz de Guaicaipuro (Radio
Comunitaria",Miranda,Local,Radio,Privado,Diaria,"Radio Nacional de Venezuela,
Comunidades, Trabajadores"
RNV canal informativo El Tocuyo,Lara,Nacional,Radio,Estatal,Diaria,Oficialista
El Teatro,Distrito,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,Cultura
Giga 91.3 FM Radioemisora C.A,Mérida,Municipal,Radio,Privado,Diaria,Todas las fuentes informativas
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,
,,,exclusivamente vía,,,migración
,,,web,,,
El Chigüire Bipolar,Distrito,Global (web,Nativo Digital,Privado,Diaria,"Sátira, humor"
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
El Nacional,Distrito,Global (web,Versión Digital,Privado,Diaria,"Nacionales, Mundo, Economía,"
,,,"(Periódico, tv o radio,",,,"Comunidad, Cultura, Sucesos"
,,,que,,,
Radio Frontina 100.3 FM,Mérida,Municipal,Radio,Privado,Diaria,"Política, cultura, folclore, religión,"
,,,,,,deportes y economía
La Vida de Nos,Distrito,Global (web,Nativo Digital,Privado,Otra,Periodismo narrativo e investigativo
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
Circuito Paz y vida,Mérida,Municipal,Radio,Estatal,Diaria,"Contenido institucional (FVU,"
,,,,,,"programas sociales, Misión José"
,,,,,,Gregorio
El Progreso,Bolívar,Municipal,Periódico (Impreso,Privado,Diaria,"Sucesos, política, comunidad"
Master FM,Aragua,Municipal,Radio,Privado,Ocasional,Hechos que se registren en la
,,,,,,"ciudad de Maracay, actividades"
,,,,,,culturales y
Pegaísima 91.7 FM,Falcón,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
Diario El Nacionalista,Guárico,Global (web,Versión Digital,Privado,Diaria,"Política, sucesos, cultura, deportes,"
,,,"(Periódico, tv o radio,",,,"comunidad, educación, nacionales"
,,,que,,,
Sonorama,Aragua,Estadal,Radio,Privado,Ocasional,"Noticias regionales, acontecer"
,,,,,,"regional en tema político, económico"
,,,,,,y
Diario La Antena,Guárico,Estadal,Periódico (Impreso,Privado,Semanal,"Sucesos, Comunidad, Política,"
,,,,,,"gestión de gobierno, cultura,"
,,,,,,"deportes, salud"
A1tv,Falcón,Nacional,TV (Señal analógica,Privado,Diaria,Todas las fuentes informativas
,,,exclusivamente vía,,,migración
,,,web,,,
El Chigüire Bipolar,Distrito,Global (web,Nativo Digital,Privado,Diaria,"Sátira, humor"
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
El Nacional,Distrito,Global (web,Versión Digital,Privado,Diaria,"Nacionales, Mundo, Economía,"
,,,"(Periódico, tv o radio,",,,"Comunidad, Cultura, Sucesos"
